,Items,Support,Confidence,Ground Truth
0,"{'wifi betplay mikrotik', 'ABB'}",0.0040424891411860835,1.0,MikroTik | router | 
398,"{'ROUTER', 'mikrotik mikrotik', 'CCR1072-1G'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
399,"{'CCR12G', 'mikrotik mikrotik', 'MIKROTIK'}",0.008386014707779641,0.8590308370044053,"MikroTik,MikroTik | router,router | "
400,"{'CCR12G', 'mikrotik mikrotik', 'MIKROTIK'}",0.008386014707779641,1.0,"MikroTik,MikroTik | router,router | "
401,"{'CCR12G', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.8552631578947368,"MikroTik,MikroTik | router,router | "
402,"{'CCR12G', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.8666666666666667,"MikroTik,MikroTik | router,router | "
403,"{'CCR12G', 'SWITCHES', 'mikrotik mikrotik'}",0.002795338235926547,0.8552631578947368,"MikroTik,MikroTik | router,router | "
404,"{'CISCO', 'CRS-1', 'mikrotik mikrotik'}",0.002795338235926547,0.8904109589041096,"MikroTik,MikroTik | router,router | "
405,"{'CISCO', 'CRS-1', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
406,"{'CISCO', 'CRS-1', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
407,"{'CISCO', 'ROUTER', 'ap-1006 mikrotik'}",0.0010751300907409797,1.0,MikroTik | router | 
408,"{'ap7901 aos v2.7.0', 'CISCO', 'ROUTER'}",0.001376166516148454,0.5714285714285714,AP7901 | power distribution unit | 
409,"{'ap7901 aos v2.7.0', 'CISCO', 'ROUTER'}",0.001376166516148454,0.6399999999999999,AP7901 | power distribution unit | 
410,"{'CISCO', 'ROUTER', 'asus rt-ac68p'}",0.001376166516148454,1.0,RT-AC68P | soho router | 
411,"{'CISCO', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
412,"{'CISCO', 'ROUTER', 'router mikrotik'}",0.0017202081451855675,0.9090909090909091,MikroTik | router | 
413,"{'wifi betplay mikrotik', 'CISCO', 'ROUTER'}",0.0021932653851115987,0.5204081632653061,MikroTik | router | 
414,"{'wifi betplay mikrotik', 'CISCO', 'SWITCH'}",0.0020212445705930417,0.5280898876404494,MikroTik | router | 
415,"{'wifi betplay mikrotik', 'CISCO', 'SWITCH'}",0.0020212445705930417,0.9215686274509803,MikroTik | router | 
416,"{'mikrotik mikrotik', 'CRS-1', 'ROUTER'}",0.002795338235926547,0.8904109589041096,"MikroTik,MikroTik | router,router | "
417,"{'mikrotik mikrotik', 'CRS-1', 'ROUTER'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
418,"{'CRS109-8G', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,0.8783783783783784,"MikroTik,MikroTik | router,router | "
419,"{'CRS109-8G', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
420,"{'ROUTER', 'CRS109-8G', 'mikrotik mikrotik'}",0.002795338235926547,0.8666666666666667,"MikroTik,MikroTik | router,router | "
421,"{'ROUTER', 'CRS109-8G', 'mikrotik mikrotik'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
422,"{'CRS109-8G', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.8783783783783784,"MikroTik,MikroTik | router,router | "
423,"{'CRS109-8G', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
424,"{'CRS125-24G', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,0.9285714285714285,"MikroTik,MikroTik | router,router | "
425,"{'CRS125-24G', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
426,"{'mikrotik mikrotik', 'CRS125-24G', 'ROUTER'}",0.002795338235926547,0.9027777777777778,"MikroTik,MikroTik | router,router | "
427,"{'mikrotik mikrotik', 'CRS125-24G', 'ROUTER'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
428,"{'CRS125-24G', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.9154929577464788,"MikroTik,MikroTik | router,router | "
429,"{'CRS125-24G', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
430,"{'mikrotik mikrotik', 'CRS212-1G', 'MIKROTIK'}",0.005590676471853094,0.8904109589041096,"MikroTik,MikroTik | router,router | "
431,"{'mikrotik mikrotik', 'CRS212-1G', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
432,"{'mikrotik mikrotik', 'ROUTER', 'CRS212-1G'}",0.002795338235926547,0.8227848101265822,"MikroTik,MikroTik | router,router | "
433,"{'mikrotik mikrotik', 'ROUTER', 'CRS212-1G'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
434,"{'mikrotik mikrotik', 'CRS212-1G', 'SWITCH'}",0.002795338235926547,0.8227848101265822,"MikroTik,MikroTik | router,router | "
435,"{'mikrotik mikrotik', 'CRS212-1G', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
436,"{'mikrotik mikrotik', 'MIKROTIK', 'CVE-2018-14847'}",0.002795338235926547,0.8552631578947368,"MikroTik,MikroTik | router,router | "
437,"{'mikrotik mikrotik', 'MIKROTIK', 'CVE-2018-14847'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
438,"{'ROUTER', 'mikrotik mikrotik', 'CVE-2018-14847'}",0.002795338235926547,0.8552631578947368,"MikroTik,MikroTik | router,router | "
439,"{'ROUTER', 'mikrotik mikrotik', 'CVE-2018-14847'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
440,"{'DASHBOARD', 'PRINTER', 'asus rt-ac52u'}",0.0010751300907409797,1.0,RT-AC52U | soho router | 
441,"{'DASHBOARD', 'PRINTER', 'asus rt-ac52u'}",0.0010751300907409797,0.5,RT-AC52U | soho router | 
442,"{'DASHBOARD', 'PRINTER', 'asus rt-ac56u'}",0.0014621769234077324,0.5666666666666667,RT-AC56U | soho router | 
443,"{'DASHBOARD', 'asus rt-ac66u', 'PRINTER'}",0.0010321248871113405,1.0,RT-AC66U | soho router | 
444,"{'DASHBOARD', 'ROUTER', 'asus rt-ac56u'}",0.001118135294370619,0.6842105263157895,RT-AC56U | soho router | 
445,"{'mikrotik mikrotik', 'MIKROTIK', 'DSTNAT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
446,"{'mikrotik mikrotik', 'MIKROTIK', 'DSTNAT7'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
447,"{'ROUTER', 'mikrotik mikrotik', 'DSTNAT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
448,"{'ROUTER', 'mikrotik mikrotik', 'DSTNAT7'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
449,"{'axis camera', 'DVR', 'HIKVISION'}",0.0012901561088891757,0.6666666666666666,210 Network Camera | camera | 
450,"{'TOSHIBA', 'DVR', 'axis camera'}",0.001376166516148454,0.6666666666666666,210 Network Camera | camera | 
451,"{'TOSHIBA', 'DVR', 'axis camera'}",0.001376166516148454,0.5,210 Network Camera | camera | 
452,"{'EMPLOYEES280', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.8666666666666667,"MikroTik,MikroTik | router,router | "
453,"{'EMPLOYEES280', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
454,"{'ROUTER', 'EMPLOYEES280', 'mikrotik mikrotik'}",0.002795338235926547,0.8666666666666667,"MikroTik,MikroTik | router,router | "
455,"{'ROUTER', 'EMPLOYEES280', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
456,"{'mikrotik mikrotik', 'MIKROTIK', 'EXPLOITATIONVULNERABILITYHACKINGINFOSEC386'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
457,"{'mikrotik mikrotik', 'MIKROTIK', 'EXPLOITATIONVULNERABILITYHACKINGINFOSEC386'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
458,"{'ROUTER', 'mikrotik mikrotik', 'EXPLOITATIONVULNERABILITYHACKINGINFOSEC386'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
459,"{'ROUTER', 'mikrotik mikrotik', 'EXPLOITATIONVULNERABILITYHACKINGINFOSEC386'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
460,"{'G-16S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
461,"{'G-16S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
462,"{'G-16S', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
463,"{'G-16S', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
464,"{'G-16S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
465,"{'G-16S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
466,"{'G-2HND', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.9027777777777778,"MikroTik,MikroTik | router,router | "
467,"{'G-2HND', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
468,"{'G-2HND', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.8441558441558441,"MikroTik,MikroTik | router,router | "
469,"{'G-2HND', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
470,"{'G-2S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
471,"{'G-2S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
472,"{'mikrotik mikrotik', 'G-2S', 'ROUTER'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
473,"{'mikrotik mikrotik', 'G-2S', 'ROUTER'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
474,"{'G-2S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
475,"{'G-2S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
476,"{'G-5HPACD', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
477,"{'G-5HPACD', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
478,"{'ROUTER', 'G-5HPACD', 'mikrotik mikrotik'}",0.005590676471853094,0.962962962962963,"MikroTik,MikroTik | router,router | "
479,"{'ROUTER', 'G-5HPACD', 'mikrotik mikrotik'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
480,"{'mikrotik mikrotik', 'G-5HPACD', 'ROUTERBOARD'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
481,"{'mikrotik mikrotik', 'G-5HPACD', 'ROUTERBOARD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
482,"{'MIKROTIK', 'mikrotik mikrotik', 'G-60AD'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
483,"{'MIKROTIK', 'mikrotik mikrotik', 'G-60AD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
484,"{'ROUTER', 'mikrotik mikrotik', 'G-60AD'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
485,"{'ROUTER', 'mikrotik mikrotik', 'G-60AD'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
486,"{'mikrotik mikrotik', 'ROUTERBOARD', 'G-60AD'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
487,"{'mikrotik mikrotik', 'ROUTERBOARD', 'G-60AD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
488,"{'G-8S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
489,"{'G-8S', 'mikrotik mikrotik', 'MIKROTIK'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
490,"{'mikrotik mikrotik', 'G-8S', 'ROUTER'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
491,"{'mikrotik mikrotik', 'G-8S', 'ROUTER'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
492,"{'G-8S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
493,"{'G-8S', 'mikrotik mikrotik', 'SWITCH'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
494,"{'wifi betplay mikrotik', 'MATRIX', 'GATEWAY'}",0.0020212445705930417,1.0,MikroTik | router | 
495,"{'wifi betplay mikrotik', 'MATRIX', 'GATEWAY'}",0.0020212445705930417,0.5,MikroTik | router | 
496,"{'MIKROTIK', 'mikrotik mikrotik', 'GATEWAY'}",0.002795338235926547,0.8904109589041096,"MikroTik,MikroTik | router,router | "
497,"{'MIKROTIK', 'mikrotik mikrotik', 'GATEWAY'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
498,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GATEWAY'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
499,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GATEWAY'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
500,"{'V6', 'mikrotik mikrotik', 'GATEWAY'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
501,"{'V6', 'mikrotik mikrotik', 'GATEWAY'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
502,"{'V6', 'mikrotik mikrotik', 'GATEWAY'}",0.005590676471853094,0.5,"MikroTik,MikroTik | router,router | "
503,"{'europa mikrotik', 'GLASS', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
504,"{'SWITCHES', 'europa mikrotik', 'GLASS'}",0.001376166516148454,1.0,MikroTik | router | 
505,"{'ROUTER', 'mikrotik mikrotik', 'GROOVE-52HPN'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
506,"{'ROUTER', 'mikrotik mikrotik', 'GROOVE-52HPN'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
507,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GROOVE-52HPN'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
508,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GROOVE-52HPN'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
509,"{'GROOVEA-52HPN', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
510,"{'GROOVEA-52HPN', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
511,"{'GROOVEA-52HPN', 'mikrotik mikrotik', 'ROUTERBOARD'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
512,"{'GROOVEA-52HPN', 'mikrotik mikrotik', 'ROUTERBOARD'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
513,"{'ROUTER', 'mikrotik mikrotik', 'GS-5HNT'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
514,"{'ROUTER', 'mikrotik mikrotik', 'GS-5HNT'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
515,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GS-5HNT'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
516,"{'mikrotik mikrotik', 'ROUTERBOARD', 'GS-5HNT'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
517,"{'mikrotik mikrotik', 'GX4', 'MIKROTIK'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
518,"{'mikrotik mikrotik', 'GX4', 'MIKROTIK'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
519,"{'mikrotik mikrotik', 'ROUTER', 'GX4'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
520,"{'mikrotik mikrotik', 'ROUTER', 'GX4'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
521,"{'mikrotik mikrotik', 'GX4', 'ROUTERBOARD'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
522,"{'mikrotik mikrotik', 'GX4', 'ROUTERBOARD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
523,"{'mikrotik mikrotik', 'HACQ2HND', 'MIKROTIK'}",0.002795338235926547,0.9420289855072463,"MikroTik,MikroTik | router,router | "
524,"{'mikrotik mikrotik', 'HACQ2HND', 'MIKROTIK'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
525,"{'mikrotik mikrotik', 'ROUTER', 'HACQ2HND'}",0.005590676471853094,0.9489051094890512,"MikroTik,MikroTik | router,router | "
526,"{'mikrotik mikrotik', 'ROUTER', 'HACQ2HND'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
527,"{'mikrotik mikrotik', 'HACQ2HND', 'ROUTERBOARD'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
528,"{'mikrotik mikrotik', 'HACQ2HND', 'ROUTERBOARD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
529,"{'HIKVISION', 'europa mikrotik', 'NVR'}",0.001376166516148454,1.0,MikroTik | router | 
530,"{'HIKVISION', 'europa mikrotik', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
531,"{'SWITCHES', 'HIKVISION', 'europa mikrotik'}",0.001376166516148454,1.0,MikroTik | router | 
532,"{'HND1', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
533,"{'HND1', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
534,"{'HND1', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
535,"{'HND1', 'ROUTER', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
536,"{'ROUTER', 'asus ws880', 'HUAWEI'}",0.0010321248871113405,0.8571428571428572,WS880 | soho router | 
537,"{'mikrotik mikrotik', 'MIKROTIK', 'INIT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
538,"{'mikrotik mikrotik', 'MIKROTIK', 'INIT7'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
539,"{'ROUTER', 'mikrotik mikrotik', 'INIT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
540,"{'ROUTER', 'mikrotik mikrotik', 'INIT7'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
541,"{'MIKROTIK', 'mikrotik mikrotik', 'INIT7.NET'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
542,"{'MIKROTIK', 'mikrotik mikrotik', 'INIT7.NET'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
543,"{'ROUTER', 'mikrotik mikrotik', 'INIT7.NET'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
544,"{'ROUTER', 'mikrotik mikrotik', 'INIT7.NET'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
545,"{'mikrotik mikrotik', 'RB750GR3', 'INTEL'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
546,"{'mikrotik mikrotik', 'RB750GR3', 'INTEL'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
547,"{'mikrotik mikrotik', 'RB750GR3', 'INTEL'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
548,"{'ROUTER', 'mikrotik mikrotik', 'INTEL'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
549,"{'ROUTER', 'mikrotik mikrotik', 'INTEL'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
550,"{'IPV6', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.7738095238095238,"MikroTik,MikroTik | router,router | "
551,"{'IPV6', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
552,"{'ROUTER', 'IPV6', 'mikrotik mikrotik'}",0.002795338235926547,0.6372549019607843,"MikroTik,MikroTik | router,router | "
553,"{'ROUTER', 'IPV6', 'mikrotik mikrotik'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
554,"{'L3', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.7471264367816092,"MikroTik,MikroTik | router,router | "
555,"{'L3', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
556,"{'mikrotik mikrotik', 'L3', 'ROUTER'}",0.002795338235926547,0.7222222222222222,"MikroTik,MikroTik | router,router | "
557,"{'mikrotik mikrotik', 'L3', 'ROUTER'}",0.002795338235926547,1.0,"MikroTik,MikroTik | router,router | "
558,"{'mikrotik mikrotik', 'L4', 'MIKROTIK'}",0.002795338235926547,0.8227848101265822,"MikroTik,MikroTik | router,router | "
559,"{'mikrotik mikrotik', 'L4', 'MIKROTIK'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
560,"{'mikrotik mikrotik', 'ROUTER', 'L4'}",0.005590676471853094,0.8227848101265822,"MikroTik,MikroTik | router,router | "
561,"{'mikrotik mikrotik', 'ROUTER', 'L4'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
562,"{'mikrotik mikrotik', 'L4', 'ROUTERBOARD'}",0.002795338235926547,0.8333333333333333,"MikroTik,MikroTik | router,router | "
563,"{'mikrotik mikrotik', 'L4', 'ROUTERBOARD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
564,"{'MIKROTIK', 'mikrotik mikrotik', 'L5'}",0.002795338235926547,0.8124999999999999,"MikroTik,MikroTik | router,router | "
565,"{'MIKROTIK', 'mikrotik mikrotik', 'L5'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
566,"{'ROUTER', 'mikrotik mikrotik', 'L5'}",0.005590676471853094,0.896551724137931,"MikroTik,MikroTik | router,router | "
567,"{'ROUTER', 'mikrotik mikrotik', 'L5'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
568,"{'mikrotik mikrotik', 'ROUTERBOARD', 'L5'}",0.002795338235926547,0.9420289855072463,"MikroTik,MikroTik | router,router | "
569,"{'mikrotik mikrotik', 'ROUTERBOARD', 'L5'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
570,"{'mikrotik mikrotik', 'MIKROTIK', 'L6'}",0.005590676471853094,0.9420289855072463,"MikroTik,MikroTik | router,router | "
571,"{'mikrotik mikrotik', 'MIKROTIK', 'L6'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
572,"{'ROUTER', 'mikrotik mikrotik', 'L6'}",0.002795338235926547,0.8904109589041096,"MikroTik,MikroTik | router,router | "
573,"{'ROUTER', 'mikrotik mikrotik', 'L6'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
574,"{'mikrotik mikrotik', 'SWITCH', 'L6'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
575,"{'mikrotik mikrotik', 'SWITCH', 'L6'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
576,"{'LITE5', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.9154929577464788,"MikroTik,MikroTik | router,router | "
577,"{'LITE5', 'mikrotik mikrotik', 'MIKROTIK'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
578,"{'ROUTER', 'LITE5', 'mikrotik mikrotik'}",0.005590676471853094,0.9219858156028369,"MikroTik,MikroTik | router,router | "
579,"{'ROUTER', 'LITE5', 'mikrotik mikrotik'}",0.005590676471853094,1.0,"MikroTik,MikroTik | router,router | "
580,"{'mikrotik mikrotik', 'LITE5', 'ROUTERBOARD'}",0.002795338235926547,0.9285714285714285,"MikroTik,MikroTik | router,router | "
581,"{'mikrotik mikrotik', 'LITE5', 'ROUTERBOARD'}",0.002795338235926547,0.5,"MikroTik,MikroTik | router,router | "
582,"{'MATRIX', 'axis m5013 ptz camera', 'MODEM'}",0.0012041457016298972,1.0,M5013 PTZ Dome Network Camera | camera | 
583,"{'MATRIX', 'MODEM', 'axis m5014-v ptz camera'}",0.0012041457016298972,1.0,M5014-V PTZ Dome Network Camera | camera | 
584,"{'MATRIX', 'axis p5512-e ptz camera', 'MODEM'}",0.0012041457016298972,1.0,"P5512-E PTZ Dome Network Camera,TM221CE40T | camera,programmable logic controller | "
585,"{'axis p5522-e ptz camera', 'MATRIX', 'MODEM'}",0.0012041457016298972,1.0,P5522-E PTZ Dome Network Camera | camera | 
586,"{'MATRIX', 'axis p5534 ptz camera', 'MODEM'}",0.0012041457016298972,1.0,P5534 PTZ Dome Network Camera | camera | 
587,"{'MATRIX', 'MODEM', 'axis p5635-e mk ptz camera'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
588,"{'MATRIX', 'MODEM', 'axis ptz camera'}",0.0012041457016298972,1.0,212 PTZ Network Camera | camera | 
589,"{'MATRIX', 'MODEM', 'axis ptz camera oct'}",0.0012041457016298972,1.0,214 PTZ Network Camera | camera | 
590,"{'MATRIX', 'MODEM', 'axis q6044 ptz camera'}",0.0012041457016298972,1.0,Q6044 PTZ Dome Network Camera | camera | 
591,"{'MATRIX', 'MODEM', 'axis q6044-e ptz camera'}",0.0012041457016298972,1.0,Q6044-E PTZ Dome Network Camera | camera | 
592,"{'MATRIX', 'axis q6045-e mk ptz camera', 'MODEM'}",0.0012041457016298972,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
593,"{'MATRIX', 'MODEM', 'axis q6115-e ptz camera'}",0.0024082914032597944,1.0,Q6115-E PTZ Dome Network Camera | camera | 
594,"{'MATRIX', 'ROUTER', 'axis m5013 ptz camera'}",0.0012041457016298972,1.0,M5013 PTZ Dome Network Camera | camera | 
595,"{'MATRIX', 'ROUTER', 'axis m5014-v ptz camera'}",0.0012041457016298972,1.0,M5014-V PTZ Dome Network Camera | camera | 
596,"{'MATRIX', 'ROUTER', 'axis p5512-e ptz camera'}",0.0012041457016298972,1.0,"P5512-E PTZ Dome Network Camera,TM221CE40T | camera,programmable logic controller | "
597,"{'axis p5522-e ptz camera', 'MATRIX', 'ROUTER'}",0.0012041457016298972,1.0,P5522-E PTZ Dome Network Camera | camera | 
